# x,y
5.335000000000000000e+03,1.370000000000000000e+02
5.335000000000000000e+03,1.370000000000000000e+02
5.341000000000000000e+03,1.220000000000000000e+02
5.349000000000000000e+03,8.700000000000000000e+01
5.449000000000000000e+03,8.000000000000000000e+00
5.349000000000000000e+03,8.700000000000000000e+01
5.307000000000000000e+03,1.600000000000000000e+02
5.258000000000000000e+03,2.430000000000000000e+02
5.363000000000000000e+03,8.000000000000000000e+01
5.377000000000000000e+03,8.900000000000000000e+01
5.372000000000000000e+03,1.040000000000000000e+02
5.286000000000000000e+03,2.100000000000000000e+02
5.277000000000000000e+03,2.350000000000000000e+02
5.273000000000000000e+03,2.530000000000000000e+02
5.273000000000000000e+03,2.530000000000000000e+02
5.268000000000000000e+03,2.980000000000000000e+02
5.390000000000000000e+03,7.200000000000000000e+01
5.299000000000000000e+03,1.930000000000000000e+02
5.291000000000000000e+03,2.400000000000000000e+02
5.278000000000000000e+03,3.030000000000000000e+02
5.304000000000000000e+03,2.130000000000000000e+02
5.304000000000000000e+03,2.130000000000000000e+02
5.401000000000000000e+03,8.400000000000000000e+01
5.335000000000000000e+03,1.530000000000000000e+02
5.298000000000000000e+03,2.500000000000000000e+02
5.449000000000000000e+03,2.000000000000000000e+01
5.297000000000000000e+03,2.890000000000000000e+02
5.415000000000000000e+03,1.040000000000000000e+02
5.335000000000000000e+03,1.710000000000000000e+02
5.323000000000000000e+03,2.070000000000000000e+02
5.315000000000000000e+03,2.520000000000000000e+02
5.323000000000000000e+03,2.200000000000000000e+02
5.437000000000000000e+03,4.900000000000000000e+01
5.320000000000000000e+03,2.370000000000000000e+02
5.317000000000000000e+03,2.670000000000000000e+02
5.457000000000000000e+03,3.400000000000000000e+01
5.457000000000000000e+03,3.400000000000000000e+01
5.329000000000000000e+03,2.490000000000000000e+02
5.354000000000000000e+03,1.600000000000000000e+02
5.469000000000000000e+03,2.500000000000000000e+01
5.355000000000000000e+03,1.800000000000000000e+02
5.364000000000000000e+03,1.880000000000000000e+02
5.487000000000000000e+03,1.000000000000000000e+01
5.490000000000000000e+03,2.200000000000000000e+01
5.375000000000000000e+03,1.620000000000000000e+02
5.369000000000000000e+03,1.980000000000000000e+02
5.383000000000000000e+03,1.510000000000000000e+02
5.476000000000000000e+03,4.600000000000000000e+01
5.468000000000000000e+03,6.700000000000000000e+01
5.400000000000000000e+03,1.270000000000000000e+02
5.488000000000000000e+03,4.200000000000000000e+01
5.364000000000000000e+03,2.290000000000000000e+02
5.360000000000000000e+03,2.510000000000000000e+02
5.340000000000000000e+03,3.210000000000000000e+02
5.391000000000000000e+03,1.660000000000000000e+02
5.414000000000000000e+03,1.150000000000000000e+02
5.327000000000000000e+03,3.480000000000000000e+02
5.409000000000000000e+03,1.400000000000000000e+02
5.409000000000000000e+03,1.400000000000000000e+02
5.302000000000000000e+03,4.690000000000000000e+02
5.414000000000000000e+03,1.260000000000000000e+02
5.415000000000000000e+03,1.040000000000000000e+02
5.399000000000000000e+03,1.840000000000000000e+02
5.351000000000000000e+03,3.150000000000000000e+02
5.513000000000000000e+03,1.900000000000000000e+01
5.508000000000000000e+03,4.600000000000000000e+01
5.402000000000000000e+03,1.570000000000000000e+02
5.384000000000000000e+03,2.260000000000000000e+02
5.430000000000000000e+03,1.170000000000000000e+02
5.399000000000000000e+03,1.840000000000000000e+02
5.326000000000000000e+03,3.690000000000000000e+02
5.365000000000000000e+03,3.070000000000000000e+02
5.349000000000000000e+03,3.350000000000000000e+02
5.349000000000000000e+03,3.350000000000000000e+02
5.403000000000000000e+03,2.040000000000000000e+02
5.516000000000000000e+03,4.100000000000000000e+01
5.384000000000000000e+03,2.560000000000000000e+02
5.533000000000000000e+03,1.400000000000000000e+01
5.386000000000000000e+03,2.720000000000000000e+02
5.437000000000000000e+03,1.210000000000000000e+02
5.407000000000000000e+03,2.240000000000000000e+02
5.394000000000000000e+03,2.470000000000000000e+02
5.536000000000000000e+03,2.600000000000000000e+01
5.427000000000000000e+03,1.710000000000000000e+02
5.532000000000000000e+03,4.000000000000000000e+01
5.369000000000000000e+03,3.300000000000000000e+02
5.457000000000000000e+03,1.070000000000000000e+02
5.452000000000000000e+03,1.220000000000000000e+02
5.366000000000000000e+03,3.730000000000000000e+02
5.452000000000000000e+03,1.220000000000000000e+02
5.425000000000000000e+03,2.210000000000000000e+02
5.556000000000000000e+03,1.700000000000000000e+01
5.412000000000000000e+03,2.550000000000000000e+02
5.556000000000000000e+03,1.700000000000000000e+01
5.433000000000000000e+03,2.050000000000000000e+02
5.376000000000000000e+03,3.570000000000000000e+02
5.470000000000000000e+03,1.060000000000000000e+02
5.470000000000000000e+03,1.060000000000000000e+02
5.421000000000000000e+03,2.420000000000000000e+02
5.477000000000000000e+03,8.800000000000000000e+01
5.417000000000000000e+03,2.840000000000000000e+02
5.477000000000000000e+03,8.800000000000000000e+01
5.441000000000000000e+03,1.970000000000000000e+02
5.417000000000000000e+03,2.840000000000000000e+02
5.468000000000000000e+03,1.200000000000000000e+02
5.423000000000000000e+03,2.640000000000000000e+02
5.446000000000000000e+03,1.870000000000000000e+02
5.446000000000000000e+03,1.870000000000000000e+02
5.398000000000000000e+03,3.140000000000000000e+02
